2023-02-20 09:38:04,334 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 09:38:04,334 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 09:38:12,363 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 09:38:12,364 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 09:38:12,364 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 09:38:19,042 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 09:38:19,044 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 09:38:19,044 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 09:39:35,843 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 09:39:44,743 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 09:39:44,743 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 09:40:10,354 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 09:40:10,356 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 09:40:10,356 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 09:41:17,612 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 09:41:17,615 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 09:41:17,616 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 09:42:25,349 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 09:42:51,579 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 09:42:51,579 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 09:43:43,377 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 09:43:44,519 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 09:43:44,519 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 09:43:52,904 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 09:43:54,028 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 09:43:54,028 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 09:46:04,297 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 09:46:36,310 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 09:46:36,310 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 10:50:06,075 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 10:50:33,067 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 10:50:33,067 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 10:52:40,638 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 10:52:40,641 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 10:52:40,642 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 10:53:01,866 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 10:53:30,530 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 10:53:30,530 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 10:53:50,297 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 10:53:50,300 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 10:53:50,300 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 10:54:49,929 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 10:55:10,518 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 10:55:10,518 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 10:55:17,433 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 10:55:17,436 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 10:55:17,436 INFO    MainThread:9100 [wandb_init.py:_pause_backend():403] pausing backend
2023-02-20 10:55:58,778 INFO    MainThread:9100 [wandb_init.py:_resume_backend():408] resuming backend
2023-02-20 10:55:59,318 INFO    MainThread:9100 [wandb_run.py:_finish():1854] finishing run heywire/HeywireAI/gm2300yc
2023-02-20 10:55:59,318 INFO    MainThread:9100 [jupyter.py:save_history():449] not saving jupyter history
2023-02-20 10:55:59,318 INFO    MainThread:9100 [jupyter.py:save_ipynb():379] not saving jupyter notebook
2023-02-20 10:55:59,319 INFO    MainThread:9100 [wandb_init.py:_jupyter_teardown():420] cleaning up jupyter logic
2023-02-20 10:55:59,319 INFO    MainThread:9100 [wandb_run.py:_atexit_cleanup():2083] got exitcode: 0
2023-02-20 10:55:59,319 INFO    MainThread:9100 [wandb_run.py:_restore():2066] restore
2023-02-20 10:55:59,319 INFO    MainThread:9100 [wandb_run.py:_restore():2072] restore done
2023-02-20 10:56:05,792 INFO    MainThread:9100 [wandb_run.py:_footer_history_summary_info():3442] rendering history
2023-02-20 10:56:05,792 INFO    MainThread:9100 [wandb_run.py:_footer_history_summary_info():3474] rendering summary
2023-02-20 10:56:05,798 INFO    MainThread:9100 [wandb_run.py:_footer_sync_info():3398] logging synced files
